CP,LIBELLE,INSEE
"57063","METZ CEDEX 2","57463"
"57070","METZ","57463"
"57071","METZ CEDEX 03","57463"
"57072","METZ CEDEX 03","57463"
"57072","METZ CEDEX 03","57616"
"57073","METZ CEDEX 03","57463"
"57074","METZ CEDEX 03","57463"
"57075","METZ CEDEX 03","57454"
"57075","METZ CEDEX 03","57463"
"57076","METZ CEDEX 03","57463"
"57076","METZ CEDEX 03","57616"
"57077","METZ CEDEX 03","57463"
"57078","METZ CEDEX 03","57463"
"57078","METZ CEDEX 03","57616"
"57082","METZ CEDEX 03","57463"
"57084","METZ CEDEX 03","57482"
"57084","METZ CEDEX 03","57534"
"57085","METZ CEDEX 03","57031"
"57100","THIONVILLE","57672"
"57101","THIONVILLE CEDEX","57672"
"57102","THIONVILLE CEDEX","57672"
"57103","THIONVILLE CEDEX","57672"
"57104","THIONVILLE CEDEX","57672"
"57105","THIONVILLE CEDEX","57441"
"57105","THIONVILLE CEDEX","57487"
"57105","THIONVILLE CEDEX","57672"
"57106","THIONVILLE CEDEX","57666"
"57106","THIONVILLE CEDEX","57672"
"57108","THIONVILLE CEDEX","57672"
"57109","THIONVILLE CEDEX","57672"
"57125","THIONVILLE CEDEX","57672"
"57126","THIONVILLE CEDEX","57672"
"57127","THIONVILLE CEDEX","57672"
"57129","THIONVILLE CEDEX","57672"
"57130","JOUY AUX ARCHES","57350"
"57131","ARS SUR MOSELLE CEDEX","57032"
"57131","ARS SUR MOSELLE CEDEX","57350"
"57131","ARS SUR MOSELLE CEDEX","57701"
"57132","ARS SUR MOSELLE CEDEX","57032"
"57132","ARS SUR MOSELLE CEDEX","57350"
"57133","ARS SUR MOSELLE CEDEX","57032"
"57133","ARS SUR MOSELLE CEDEX","57350"
"57140","SAULNY","57634"
"57140","WOIPPY","57751"
"57141","WOIPPY CEDEX","57751"
"57143","WOIPPY CEDEX","57751"
"57144","FAULQUEMONT CEDEX","57209"
"57144","FAULQUEMONT CEDEX","57224"
"57144","FAULQUEMONT CEDEX","57392"
"57146","WOIPPY CEDEX","57452"
"57146","WOIPPY CEDEX","57511"
"57146","WOIPPY CEDEX","57751"
"57147","WOIPPY CEDEX","57511"
"57147","WOIPPY CEDEX","57751"
"57148","WOIPPY CEDEX","57452"
"57148","WOIPPY CEDEX","57751"
"57151","MARLY CEDEX","57447"
"57151","MARLY CEDEX","57642"
"57152","MARLY CEDEX","57039"
"57152","MARLY CEDEX","57447"
"57153","MARLY CEDEX","57039"
"57153","MARLY CEDEX","57350"
"57153","MARLY CEDEX","57447"
"57153","MARLY CEDEX","57480"
"57155","MARLY","57447"
"57157","MARLY CEDEX","57251"
"57157","MARLY CEDEX","57422"
"57161","MOULINS LES METZ CEDEX","57134"
"57161","MOULINS LES METZ CEDEX","57463"
"57161","MOULINS LES METZ CEDEX","57487"
"57161","MOULINS LES METZ CEDEX","57601"
"57161","MOULINS LES METZ CEDEX","57642"
"57162","MOULINS LES METZ CEDEX","57134"
"57162","MOULINS LES METZ CEDEX","57487"
"57163","MOULINS LES METZ CEDEX","57134"
"57191","FLORANGE CEDEX","57221"
"57192","FLORANGE CEDEX","57221"
"57200","SARREGUEMINES","57631"
"57201","SARREGUEMINES CEDEX","57208"
"57201","SARREGUEMINES CEDEX","57631"
"57202","SARREGUEMINES CEDEX","57631"
"57203","SARREGUEMINES CEDEX","57631"
"57204","SARREGUEMINES CEDEX","57631"
"57205","SARREGUEMINES CEDEX","57568"
"57205","SARREGUEMINES CEDEX","57631"
"57206","SARREGUEMINES CEDEX","57631"
"57207","SARREGUEMINES CEDEX","57631"
"57208","SARREGUEMINES CEDEX","57631"
"57209","SARREGUEMINES CEDEX","57631"
"57211","SARREGUEMINES CEDEX","57631"
"57214","SARREGUEMINES CEDEX","57631"
"57215","SARREGUEMINES CEDEX","57631"
"57216","SARREGUEMINES CEDEX","57631"
"57218","SARREGUEMINES CEDEX","57631"
"57220","PIBLANGE","57542"
"57231","BITCHE CEDEX","57089"
"57232","BITCHE CEDEX","57089"
"57240","NILVANGE","57508"
"57245","JURY","57351"
"57280","MAIZIERES LES METZ","57433"
"57281","MAIZIERES LES METZ CEDEX","57211"
"57281","MAIZIERES LES METZ CEDEX","57433"
"57282","MAIZIERES LES METZ CEDEX","57303"
"57282","MAIZIERES LES METZ CEDEX","57433"
"57283","MAIZIERES LES METZ CEDEX","57211"
"57283","MAIZIERES LES METZ CEDEX","57303"
"57283","MAIZIERES LES METZ CEDEX","57433"
"57283","MAIZIERES LES METZ CEDEX","57645"
"57292","FAMECK CEDEX","57582"
"57293","FAMECK CEDEX","57206"
"57294","FAMECK CEDEX","57221"
"57301","HAGONDANGE CEDEX","57283"
"57301","HAGONDANGE CEDEX","57677"
"57302","HAGONDANGE CEDEX","57283"
"57303","HAGONDANGE CEDEX","57474"
"57304","HAGONDANGE CEDEX","57283"
"57311","THIONVILLE CEDEX","57672"
"57312","THIONVILLE CEDEX","57672"
"57319","THIONVILLE CEDEX","57106"
"57340","MORHANGE","57483"
"57351","STIRING WENDEL CEDEX","57660"
"57352","STIRING WENDEL CEDEX","57660"
"57354","STIRING WENDEL CEDEX","57638"
"57354","STIRING WENDEL CEDEX","57660"
"57361","AMNEVILLE CEDEX","57019"
"57362","AMNEVILLE CEDEX","57019"
"57363","AMNEVILLE CEDEX","57019"
"57371","PHALSBOURG CEDEX","57540"
"57372","PHALSBOURG CEDEX","57540"
"57381","FAULQUEMONT CEDEX","57159"
"57381","FAULQUEMONT CEDEX","57209"
"57381","FAULQUEMONT CEDEX","57217"
"57382","FAULQUEMONT CEDEX","57413"
"57383","FAULQUEMONT CEDEX","57572"
"57401","SARREBOURG CEDEX","57056"
"57401","SARREBOURG CEDEX","57566"
"57401","SARREBOURG CEDEX","57630"
"57402","SARREBOURG CEDEX","57505"
"57402","SARREBOURG CEDEX","57566"
"57402","SARREBOURG CEDEX","57630"
"57402","SARREBOURG CEDEX","57680"
"57403","SARREBOURG CEDEX","57566"
"57403","SARREBOURG CEDEX","57630"
"57404","SARREBOURG CEDEX","57630"
"57460","BEHREN LES FORBACH","57058"
"57500","ST AVOLD","57606"
"57501","ST AVOLD CEDEX","57123"
"57501","ST AVOLD CEDEX","57606"
"57502","ST AVOLD CEDEX","57606"
"57503","ST AVOLD CEDEX","57606"
"57503","ST AVOLD CEDEX","57690"
"57504","ST AVOLD CEDEX","57606"
"57505","ST AVOLD CEDEX","57606"
"57506","ST AVOLD CEDEX","57606"
"57507","ST AVOLD CEDEX","57606"
"57508","ST AVOLD CEDEX","57606"
"57601","FORBACH CEDEX","57222"
"57601","FORBACH CEDEX","57227"
"57601","FORBACH CEDEX","57521"
"57602","FORBACH CEDEX","57058"
"57602","FORBACH CEDEX","57227"
"57602","FORBACH CEDEX","57521"
"57603","FORBACH CEDEX","57227"
"57603","FORBACH CEDEX","57484"
"57604","FORBACH CEDEX","57058"
"57604","FORBACH CEDEX","57222"
"57604","FORBACH CEDEX","57227"
"57604","FORBACH CEDEX","57484"
"57604","FORBACH CEDEX","57537"
"57605","FORBACH CEDEX","57227"
"57605","FORBACH CEDEX","57521"
"57608","FORBACH CEDEX","57227"
"57608","FORBACH CEDEX","57659"
"57609","FORBACH CEDEX","57227"
"57612","FORBACH CEDEX","57227"
"57680","GORZE","57254"
"57680","NOVEANT SUR MOSELLE","57515"
"57701","HAYANGE CEDEX","57306"
"57701","HAYANGE CEDEX","57368"
"57701","HAYANGE CEDEX","57562"
"57702","HAYANGE CEDEX","57306"
"57702","HAYANGE CEDEX","57647"
"57703","HAYANGE CEDEX","57306"
"57704","HAYANGE CEDEX","57226"
"57704","HAYANGE CEDEX","57306"
"57704","HAYANGE CEDEX","57368"
"57705","HAYANGE CEDEX","57012"
"57705","HAYANGE CEDEX","57306"
"57706","HAYANGE CEDEX","57306"
"57731","FAULQUEMONT CEDEX","57224"
"57774","METZ CEDEX 9","57463"
"57800","COCHEREN","57144"
"57801","FREYMING MERLEBACH CEDEX","57144"
"57801","FREYMING MERLEBACH CEDEX","57240"
"57802","FREYMING MERLEBACH CEDEX","57240"
"57803","FREYMING MERLEBACH CEDEX","57073"
"57803","FREYMING MERLEBACH CEDEX","57240"
"57804","FREYMING MERLEBACH CEDEX","57240"
"57830","ST GEORGES","57611"
"57911","HAMBACH CEDEX","57289"
"57912","HAMBACH CEDEX","57289"
"57913","HAMBACH CEDEX","57289"
"57951","MONTIGNY LES METZ CEDEX","57480"
"57952","MONTIGNY LES METZ CEDEX","57480"
"57954","MONTIGNY LES METZ CEDEX","57480"
"57957","MONTIGNY LES METZ CEDEX","57480"
"57958","MONTIGNY LES METZ CEDEX","57480"
"57970","ILLANGE","57343"
"57970","YUTZ","57370"
"57970","YUTZ","57757"
"57971","YUTZ CEDEX","57343"
"57971","YUTZ CEDEX","57345"
"57971","YUTZ CEDEX","57757"
"57972","YUTZ CEDEX","57343"
"57972","YUTZ CEDEX","57757"
"57973","YUTZ CEDEX","57287"
"57973","YUTZ CEDEX","57757"
"57974","YUTZ CEDEX","57757"
"57978","YUTZ CEDEX","57370"
"58000","ST ELOI","58194"
"58000","ST ELOI","58238"
"58001","NEVERS CEDEX","58194"
"58002","NEVERS CEDEX","58194"
"58003","NEVERS CEDEX","58194"
"58003","NEVERS CEDEX","58238"
"58004","NEVERS CEDEX","58194"
"58005","NEVERS CEDEX","58051"
"58005","NEVERS CEDEX","58194"
"58006","NEVERS CEDEX","58194"
"58006","NEVERS CEDEX","58238"
"58007","NEVERS CEDEX","58194"
"58008","NEVERS CEDEX","58194"
"58010","NEVERS CEDEX","58194"
"58013","NEVERS CEDEX","58194"
"58016","NEVERS CEDEX","58194"
"58017","NEVERS CEDEX","58194"
"58018","NEVERS CEDEX","58194"
"58019","NEVERS CEDEX","58194"
"58020","NEVERS CEDEX","58194"
"58022","NEVERS CEDEX","58194"
"58026","NEVERS CEDEX","58194"
"58027","NEVERS CEDEX","58194"
"58028","NEVERS CEDEX","58194"
"58033","NEVERS CEDEX","58194"
"58034","NEVERS CEDEX","58194"
"58039","NEVERS CEDEX","58194"
"58201","COSNE COURS SUR LOIRE CEDEX","58086"
"58202","COSNE COURS SUR LOIRE CEDEX","58086"
"58203","COSNE COURS SUR LOIRE CEDEX","58086"
"58204","COSNE COURS SUR LOIRE CEDEX","58086"
"58205","COSNE COURS SUR LOIRE CEDEX","58086"
"58206","COSNE COURS SUR LOIRE CEDEX","58086"
"58206","COSNE COURS SUR LOIRE CEDEX","58213"
"58206","COSNE COURS SUR LOIRE CEDEX","58261"
"58208","COSNE COURS SUR LOIRE CEDEX","58086"
"58209","COSNE COURS SUR LOIRE CEDEX","58086"
"58301","DECIZE CEDEX","58055"
"58301","DECIZE CEDEX","58087"
"58301","DECIZE CEDEX","58095"
"58301","DECIZE CEDEX","58259"
"58302","DECIZE CEDEX","58095"
"58401","LA CHARITE SUR LOIRE CEDEX","58059"
"58402","LA CHARITE SUR LOIRE CEDEX","58059"
"58405","LA CHARITE SUR LOIRE CEDEX","58059"
"58500","CLAMECY","58079"
"58501","CLAMECY CEDEX","58079"
"58502","CLAMECY CEDEX","58011"
"58502","CLAMECY CEDEX","58079"
"58502","CLAMECY CEDEX","58217"
"58503","CLAMECY CEDEX","58073"
"58503","CLAMECY CEDEX","58079"
"58503","CLAMECY CEDEX","58103"
"58503","CLAMECY CEDEX","58217"
"58641","VARENNES VAUZELLES CEDEX","58117"
"58641","VARENNES VAUZELLES CEDEX","58303"
"58642","VARENNES VAUZELLES CEDEX","58088"
"58642","VARENNES VAUZELLES CEDEX","58117"
"58642","VARENNES VAUZELLES CEDEX","58303"
"58643","VARENNES VAUZELLES CEDEX","58303"
"59000","LILLE","59350"
"59001","LILLE CEDEX","59350"
"59002","LILLE CEDEX","59350"
"59003","LILLE CEDEX","59350"
"59003","LILLE CEDEX","76575"
"59004","LILLE CEDEX","59350"
"59005","LILLE CEDEX","59350"
"59006","LILLE CEDEX","59350"
"59007","LILLE CEDEX","59346"
"59007","LILLE CEDEX","59350"
"59008","LILLE CEDEX","59350"
"59009","LILLE CEDEX","59350"
"59010","LILLE CEDEX","59350"
"59011","LILLE CEDEX","59350"
"59012","LILLE CEDEX","59183"
"59012","LILLE CEDEX","59350"
"59012","LILLE CEDEX","59368"
"59012","LILLE CEDEX","59527"
"59013","LILLE CEDEX","59350"
"59014","LILLE CEDEX","59350"
"59015","LILLE CEDEX","59350"
"59016","LILLE CEDEX","59350"
"59016","LILLE CEDEX","59507"
"59017","LILLE CEDEX","59350"
"59018","LILLE CEDEX","59350"
"59019","LILLE CEDEX","59350"
"59020","LILLE CEDEX","59350"
"59021","LILLE CEDEX","59350"
"59022","LILLE CEDEX","59350"
"59023","LILLE CEDEX","59350"
"59024","LILLE CEDEX","59350"
"59025","LILLE CEDEX","59350"
"59026","LILLE CEDEX","59026"
"59026","LILLE CEDEX","59350"
"59027","LILLE CEDEX","59350"
"59028","LILLE CEDEX","59350"
"59029","LILLE CEDEX","59350"
"59029","LILLE CEDEX","62765"
"59030","LILLE CEDEX","59346"
"59030","LILLE CEDEX","59350"
"59031","LILLE CEDEX","59350"
"59031","LILLE CEDEX","59368"
"59032","LILLE CEDEX","59350"
"59033","LILLE CEDEX","59350"
"59033","LILLE CEDEX","59368"
"59034","LILLE CEDEX","59350"
"59035","LILLE CEDEX","59350"
"59037","LILLE CEDEX","59350"
"59039","LILLE CEDEX","59350"
"59040","LILLE CEDEX","59350"
"59041","LILLE CEDEX","59350"
"59042","LILLE CEDEX","59350"
"59043","LILLE CEDEX","59350"
"59044","LILLE CEDEX","59350"
"59045","LILLE CEDEX","59350"
"59046","LILLE CEDEX","59350"
"59047","LILLE CEDEX","59350"
"59048","LILLE CEDEX","59350"
"59049","LILLE CEDEX","59350"
"59051","ROUBAIX CEDEX 1","59512"
"59052","ROUBAIX CEDEX 1","59512"
"59053","ROUBAIX CEDEX 1","59512"
"59054","ROUBAIX CEDEX 1","59512"
"59055","ROUBAIX CEDEX 1","59512"
"59056","ROUBAIX CEDEX 1","59512"
"59057","ROUBAIX CEDEX 1","59512"
"59058","ROUBAIX CEDEX 1","59512"
"59059","ROUBAIX CEDEX 1","59512"
"59060","ROUBAIX CEDEX 1","59512"
"59061","ROUBAIX CEDEX 1","59512"
"59062","ROUBAIX CEDEX 1","59512"
"59065","ROUBAIX CEDEX 1","59512"
"59066","ROUBAIX CEDEX 1","59512"
"59066","ROUBAIX CEDEX 1","59599"
"59070","ROUBAIX CEDEX 1","59512"
"59071","ROUBAIX CEDEX 1","59512"
"59073","ROUBAIX CEDEX 1","59512"
"59082","ROUBAIX CEDEX 2","59512"
"59100","ROUBAIX","59512"
"59110","LA MADELEINE","59368"
"59113","SECLIN","59560"
"59140","DUNKERQUE","59183"
"59160","CAPINGHEM","59128"
"59160","LILLE","59350"
"59190","HAZEBROUCK","59295"
"59191","LIGNY EN CAMBRESIS","59349"
"59200","TOURCOING","59599"
"59202","TOURCOING CEDEX","59599"
"59203","TOURCOING CEDEX","59599"
"59207","TOURCOING CEDEX","59599"
"59208","TOURCOING CEDEX","59599"
"59209","TOURCOING CEDEX","59599"
"59220","ROUVIGNIES","59515"
"59230","ROSULT","59511"
"59240","DUNKERQUE","59183"
"59273","FRETIN","59256"
"59301","VALENCIENNES CEDEX","59032"
"59301","VALENCIENNES CEDEX","59606"
"59302","VALENCIENNES CEDEX","59032"
"59302","VALENCIENNES CEDEX","59606"
"59303","VALENCIENNES CEDEX","59515"
"59303","VALENCIENNES CEDEX","59603"
"59303","VALENCIENNES CEDEX","59606"
"59304","VALENCIENNES CEDEX","59032"
"59304","VALENCIENNES CEDEX","59221"
"59304","VALENCIENNES CEDEX","59606"
"59305","VALENCIENNES CEDEX","59606"
"59306","VALENCIENNES CEDEX","59606"
"59307","VALENCIENNES CEDEX","59603"
"59307","VALENCIENNES CEDEX","59606"
"59308","VALENCIENNES CEDEX","59172"
"59308","VALENCIENNES CEDEX","59221"
"59308","VALENCIENNES CEDEX","59606"
"59309","VALENCIENNES CEDEX","59475"
"59309","VALENCIENNES CEDEX","59515"
"59309","VALENCIENNES CEDEX","59603"
"59312","VALENCIENNES CEDEX 9","59383"
"59312","VALENCIENNES CEDEX 9","59515"
"59312","VALENCIENNES CEDEX 9","59603"
"59312","VALENCIENNES CEDEX 9","59606"
"59313","VALENCIENNES CEDEX 9","59032"
"59313","VALENCIENNES CEDEX 9","59606"
"59316","VALENCIENNES CEDEX 9","59475"
"59316","VALENCIENNES CEDEX 9","59515"
"59316","VALENCIENNES CEDEX 9","59606"
"59318","VALENCIENNES CEDEX 9","59383"
"59321","VALENCIENNES CEDEX","59603"
"59321","VALENCIENNES CEDEX","59606"
"59322","VALENCIENNES CEDEX","59606"
"59326","VALENCIENNES CEDEX","59032"
"59326","VALENCIENNES CEDEX","59606"
"59328","VALENCIENNES CEDEX","59475"
"59328","VALENCIENNES CEDEX","59515"
"59331","TOURCOING CEDEX","59599"
"59332","TOURCOING CEDEX","59599"
"59333","TOURCOING CEDEX","59599"
"59334","TOURCOING CEDEX","59599"
"59335","TOURCOING CEDEX","59599"
"59336","TOURCOING CEDEX","59599"
"59337","TOURCOING CEDEX","59599"
"59338","TOURCOING CEDEX","59599"
"59341","CAMBRAI CEDEX","59122"
"59351","DOUAI CEDEX","59178"
"59351","DOUAI CEDEX","59509"
"59358","ORCHIES CEDEX","59080"
"59358","ORCHIES CEDEX","59435"
"59358","ORCHIES CEDEX","59449"
"59361","AVESNES SUR HELPE CEDEX","59036"
"59362","AVESNES SUR HELPE CEDEX","59036"
"59362","AVESNES SUR HELPE CEDEX","59050"
"59362","AVESNES SUR HELPE CEDEX","59290"
"59363","AVESNES SUR HELPE CEDEX","59035"
"59363","AVESNES SUR HELPE CEDEX","59036"
"59365","AVESNES SUR HELPE CEDEX","59036"
"59369","MAUBEUGE CEDEX","59392"
"59373","LOOS CEDEX","59360"
"59374","LOOS CEDEX","59360"
"59375","DUNKERQUE CEDEX 1","59107"
"59375","DUNKERQUE CEDEX 1","59183"
"59376","DUNKERQUE CEDEX 1","59183"
"59377","DUNKERQUE CEDEX 1","59183"
"59378","DUNKERQUE CEDEX 1","59183"
"59379","DUNKERQUE CEDEX 1","59183"
"59379","DUNKERQUE CEDEX 1","59271"
"59381","DUNKERQUE CEDEX 1","59183"
"59381","DUNKERQUE CEDEX 1","59271"
"59382","DUNKERQUE CEDEX 1","59107"
"59382","DUNKERQUE CEDEX 1","59183"
"59383","DUNKERQUE CEDEX 1","59183"
"59383","DUNKERQUE CEDEX 1","59271"
"59385","DUNKERQUE CEDEX 1","59183"
"59386","DUNKERQUE CEDEX 1","59183"
"59391","WATTRELOS CEDEX","59650"
"59392","WATTRELOS CEDEX","59650"
"59393","WATTRELOS CEDEX","59650"
"59400","CAMBRAI","59122"
"59401","CAMBRAI CEDEX","59122"
"59401","CAMBRAI CEDEX","59244"
"59402","CAMBRAI CEDEX","59122"
"59403","CAMBRAI CEDEX","59122"
"59403","CAMBRAI CEDEX","59520"
"59404","CAMBRAI CEDEX","59122"
"59405","CAMBRAI CEDEX","59122"
"59406","CAMBRAI CEDEX","59122"
"59407","CAMBRAI CEDEX","59122"
"59408","CAMBRAI CEDEX","59122"
"59409","CAMBRAI CEDEX","59122"
"59411","COUDEKERQUE BRANCHE CEDEX","59155"
"59412","COUDEKERQUE BRANCHE CEDEX","59155"
"59413","COUDEKERQUE BRANCHE CEDEX","59131"
"59413","COUDEKERQUE BRANCHE CEDEX","59588"
"59416","ANZIN CEDEX","59014"
"59416","ANZIN CEDEX","59606"
"59420","MOUVAUX","59421"
"59421","ARMENTIERES CEDEX","59017"
"59422","ARMENTIERES CEDEX","59431"
"59424","ARMENTIERES CEDEX","59017"
"59424","ARMENTIERES CEDEX","59202"
"59424","ARMENTIERES CEDEX","59317"
"59426","ARMENTIERES CEDEX","59017"
"59427","ARMENTIERES CEDEX","59017"
"59428","ARMENTIERES CEDEX","59017"
"59429","ARMENTIERES CEDEX","59017"
"59431","HALLUIN CEDEX","59279"
"59432","HALLUIN CEDEX","59279"
"59433","HALLUIN CEDEX","59279"
"59435","RONCQ CEDEX","59508"
"59436","RONCQ CEDEX","59508"
"59437","RONCQ CEDEX","59508"
"59440","HAUT LIEU","59290"
"59441","WASQUEHAL CEDEX","59646"
"59442","WASQUEHAL CEDEX","59646"
"59443","WASQUEHAL CEDEX","59646"
"59444","WASQUEHAL CEDEX","59646"
"59445","WASQUEHAL CEDEX","59646"
"59447","WASQUEHAL CEDEX","59646"
"59451","LYS LEZ LANNOY CEDEX","59367"
"59452","LYS LEZ LANNOY CEDEX","59367"
"59461","LOMME CEDEX","59350"
"59462","LOMME CEDEX","59350"
"59463","LOMME CEDEX","59350"
"59464","LOMME CEDEX","59128"
"59464","LOMME CEDEX","59350"
"59465","LOMME CEDEX","59128"
"59465","LOMME CEDEX","59350"
"59465","LOMME CEDEX","59457"
"59466","LOMME CEDEX","59350"
"59471","SECLIN CEDEX","59560"
"59472","SECLIN CEDEX","59437"
"59472","SECLIN CEDEX","59560"
"59473","SECLIN CEDEX","59560"
"59474","SECLIN CEDEX","59437"
"59474","SECLIN CEDEX","59560"
"59475","SECLIN CEDEX","59220"
"59475","SECLIN CEDEX","59507"
"59476","SECLIN CEDEX","59560"
"59481","HAUBOURDIN CEDEX","59193"
"59481","HAUBOURDIN CEDEX","59195"
"59481","HAUBOURDIN CEDEX","59278"
"59481","HAUBOURDIN CEDEX","59286"
"59481","HAUBOURDIN CEDEX","59487"
"59481","HAUBOURDIN CEDEX","59566"
"59482","HAUBOURDIN CEDEX","59195"
"59482","HAUBOURDIN CEDEX","59196"
"59482","HAUBOURDIN CEDEX","59278"
"59482","HAUBOURDIN CEDEX","59286"
"59482","HAUBOURDIN CEDEX","59566"
"59487","ARMENTIERES CEDEX","59017"
"59493","VILLENEUVE D ASCQ","59009"
"59497","LINSELLES CEDEX","59352"
"59500","DOUAI","59178"
"59501","DOUAI CEDEX","59165"
"59501","DOUAI CEDEX","59178"
"59501","DOUAI CEDEX","59234"
"59502","DOUAI CEDEX","59178"
"59502","DOUAI CEDEX","59234"
"59502","DOUAI CEDEX","59654"
"59503","DOUAI CEDEX","59178"
"59503","DOUAI CEDEX","59234"
"59504","DOUAI CEDEX","59178"
"59505","DOUAI CEDEX","59178"
"59506","DOUAI CEDEX","59178"
"59506","DOUAI CEDEX","59234"
"59506","DOUAI CEDEX","59334"
"59507","DOUAI CEDEX","59170"
"59507","DOUAI CEDEX","59178"
"59508","DOUAI CEDEX","59178"
"59509","DOUAI CEDEX","59028"
"59509","DOUAI CEDEX","59165"
"59509","DOUAI CEDEX","59178"
"59509","DOUAI CEDEX","59486"
"59509","DOUAI CEDEX","59489"
"59509","DOUAI CEDEX","59654"
"59522","HAZEBROUCK CEDEX","59295"
"59523","HAZEBROUCK CEDEX","59295"
"59523","HAZEBROUCK CEDEX","59416"
"59523","HAZEBROUCK CEDEX","59578"
"59524","HAZEBROUCK CEDEX","59295"
"59524","HAZEBROUCK CEDEX","59416"
"59524","HAZEBROUCK CEDEX","59578"
"59529","HAZEBROUCK CEDEX","59295"
"59529","HAZEBROUCK CEDEX","59578"
"59531","NEUVILLE EN FERRAIN CEDEX","59426"
"59532","NEUVILLE EN FERRAIN CEDEX","59426"
"59535","NEUVILLE EN FERRAIN CEDEX","59426"
"59536","WAVRIN CEDEX","59056"
"59536","WAVRIN CEDEX","59524"
"59536","WAVRIN CEDEX","59553"
"59536","WAVRIN CEDEX","59653"
"59536","WAVRIN CEDEX","59670"
"59537","WAVRIN CEDEX","59051"
"59541","CAUDRY CEDEX","59139"
"59542","CAUDRY CEDEX","59063"
"59542","CAUDRY CEDEX","59139"
"59543","CAUDRY CEDEX","59139"
"59544","CAUDRY CEDEX","59139"
"59554","BANTIGNY","59048"
"59555","LILLE CEDEX","59350"
"59557","COMINES CEDEX","59252"
"59557","COMINES CEDEX","59482"
"59558","COMINES CEDEX","59656"
"59559","COMINES CEDEX","59152"
"59561","LA MADELEINE CEDEX","59368"
"59562","LA MADELEINE CEDEX","59368"
"59563","LA MADELEINE CEDEX","59368"
"59564","LA MADELEINE CEDEX","59368"
"59571","JEUMONT CEDEX","59324"
"59572","JEUMONT CEDEX","59324"
"59573","JEUMONT CEDEX","59324"
"59581","MARLY CEDEX","59383"
"59582","MARLY CEDEX","59383"
"59583","MARLY CEDEX","59383"
"59584","MARLY CEDEX","59383"
"59587","BONDUES CEDEX","59090"
"59588","BONDUES CEDEX","59090"
"59588","BONDUES CEDEX","59421"
"59588","BONDUES CEDEX","59599"
"59589","BONDUES CEDEX","59421"
"59600","MAIRIEUX","59392"
"59601","MAUBEUGE CEDEX","59392"
"59602","MAUBEUGE CEDEX","59104"
"59602","MAUBEUGE CEDEX","59392"
"59603","MAUBEUGE CEDEX","59021"
"59603","MAUBEUGE CEDEX","59392"
"59604","MAUBEUGE CEDEX","59021"
"59604","MAUBEUGE CEDEX","59392"
"59605","MAUBEUGE CEDEX","59392"
"59606","MAUBEUGE CEDEX","59225"
"59606","MAUBEUGE CEDEX","59365"
"59606","MAUBEUGE CEDEX","59514"
"59607","MAUBEUGE CEDEX","59392"
"59608","MAUBEUGE CEDEX","59053"
"59608","MAUBEUGE CEDEX","59310"
"59608","MAUBEUGE CEDEX","59357"
"59608","MAUBEUGE CEDEX","59548"
"59611","FOURMIES CEDEX","59012"
"59611","FOURMIES CEDEX","59249"
"59612","FOURMIES CEDEX","59249"
"59613","FOURMIES CEDEX","59249"
"59618","MAUBEUGE CEDEX","59291"
"59618","MAUBEUGE CEDEX","59351"
"59618","MAUBEUGE CEDEX","59365"
"59635","WATTIGNIES CEDEX","59437"
"59635","WATTIGNIES CEDEX","59585"
"59635","WATTIGNIES CEDEX","59648"
"59637","WATTIGNIES CEDEX","59585"
"59637","WATTIGNIES CEDEX","59609"
"59640","DUNKERQUE","59183"
"59651","VILLENEUVE D ASCQ CEDEX","59009"
"59652","VILLENEUVE D ASCQ CEDEX","59009"
"59653","VILLENEUVE D ASCQ CEDEX","59009"
"59654","VILLENEUVE D ASCQ CEDEX","59009"
"59655","VILLENEUVE D ASCQ CEDEX","59009"
"59656","VILLENEUVE D ASCQ CEDEX","59009"
"59657","VILLENEUVE D ASCQ CEDEX","59009"
"59658","VILLENEUVE D ASCQ CEDEX","59009"
"59661","VILLENEUVE D ASCQ CEDEX","59009"
"59662","VILLENEUVE D ASCQ CEDEX","59009"
"59664","VILLENEUVE D ASCQ CEDEX","59009"
"59664","VILLENEUVE D ASCQ CEDEX","59602"
"59665","VILLENEUVE D ASCQ CEDEX","59009"
"59666","VILLENEUVE D ASCQ CEDEX","59009"
"59668","VILLENEUVE D ASCQ CEDEX","59009"
"59669","VILLENEUVE D ASCQ CEDEX","59009"
"59671","ROUBAIX CEDEX 1","59512"
"59672","ROUBAIX CEDEX 1","59512"
"59673","ROUBAIX CEDEX 1","59512"
"59700","MARCQ EN BAROEUL","59378"
"59701","MARCQ EN BAROEUL CEDEX","59378"
"59702","MARCQ EN BAROEUL CEDEX","59378"
"59703","MARCQ EN BAROEUL CEDEX","59378"
"59704","MARCQ EN BAROEUL CEDEX","59378"
"59705","MARCQ EN BAROEUL CEDEX","59378"
"59706","MARCQ EN BAROEUL CEDEX","59378"
"59707","MARCQ EN BAROEUL CEDEX","59378"
"59708","MARCQ EN BAROEUL CEDEX","22278"
"59708","MARCQ EN BAROEUL CEDEX","44184"
"59708","MARCQ EN BAROEUL CEDEX","59378"
"59708","MARCQ EN BAROEUL CEDEX","94068"
"59712","LILLE CEDEX 9","59346"
"59712","LILLE CEDEX 9","59350"
"59716","LILLE CEDEX 9","59350"
"59718","LILLE CEDEX 9","59350"
"59721","DENAIN CEDEX","59172"
